rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
5,30-Jul-18,Configuration: Fire TV Stick,love our fire stick easy to set up and have loads of shows for free and plenty to rent or buy we also use pluto tv and tubi so that is even more tv alexa makes it so easy to find any show or movie i want we love the money we save,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,it was perfect  works like a charm,1,5,Positive
3,30-Jul-18,Configuration: Fire TV Stick,netflix and hulu,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i love this fire stick because after installing a few highly recommended apps  i discovered that a lot of the channels i do not have with my cable provider is included  and i do not have to pay extra  just subscribing to a few streaming apps will do and i still come out paying way less than cable tv,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love this wished i had gotten it sooner,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,makes accessing all of the apps easy  love the voice control,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,it is my second one and works well,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love my fire stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product  very versatile and easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,ease of usage,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i love this  it is quick and easy to use  i love that there are so many apps you can access but disappointed some of them cost extra money to use  i also love the music app on here  i did not think i would use it because i have alexa echo and listen to music all the time on there  but i tried it on the fire tv and it gives you the lyric as the songs play  love it,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,love it  the only downside is that you can not download any app you want,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,still learning how to use it but like it so far  we played music from youtube and a couple movies on it  no complaints,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,we are using the internet for our home and loving them,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,my father liked the added programing in which he is interested,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i love my fire stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love it and how easy it is to use  one of the best prime day purchases we have made,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,satisfied with the purchase,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,im able to connect to prime quick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,absolutely love this product so easy to use better than scrolling channels,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,,0,4,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,loved it  no more cable bills for us  i would advise anyone to get one  2nd one bought,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i bought it for my sister and she has not had any complaints yet so i think it is great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,absolutely an amazing device  very easy to setup and use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,the current demand for this stick  was too high for the power coming out of my usb port on the tv  had to run the power cable to the supplied usb adapter  not a big deal but added another cable showing on my wall mounted tv,1,3,Neutral
3,30-Jul-18,Configuration: Fire TV Stick,works very well for amazon and netflix but will not a let all viewing platforms like vudu  it also will shut down if hulu is played for more than a couple minutes and yes i have it directly plugged into the wall so low power source is not an issue  even checked outlet voltage  an issue which is typically the answer you get for that issue over all the quality of the picture is quiet well and is a user friendly platform to use if they would fix those two issues i would have one on every tv in the house but as it sits this will be our only one  to bad to because i relay like amazon products and having alexa is always nice,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,love the firestick thinking about canceling the satellite,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i m amazed at how many movies  tv shows and more is available  i am planning to drop cable service soon and am very happy to know i will have lots of viewing pleasure with the fire stick and not pay the outrageous cable bills,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,easy to setup  sometimes alexis does not work the greatest  the connection fire stick and wifi is way bettter than netflix,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,works great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,ease of use,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,finally bought one but it could not find my wi fi  had to buy a wi fi extended  my smart t v  used the wi fi just fine,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,this firestick is everything,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,recently cut the cord on cable television  needed an easy to install and relatively inexpensive alternative option to fill the gap  ordered the amazon fire stick from best buy  instructions were short and easy to follow  i was going to order the amazon ethernet adapter because i was worried about wireless speeds in my area  but thought i would wait and see  glad i did  wireless connection has proved almost flawless so far  a few brief hiccups here and there  but i am convinced that was from the apps themselves  do not miss the ridiculously high cable prices and am able to watch most of what i used to watch for a much lower price  which right now is a total of dollar 50 a month  amazon fire stick is limited to 1gb of memory and 8gb of storage  thought that would be a huge issue when it came to downloading apps and recording shows  so far it has not been any issue at all  the upcoming fall tv schedule  which includes the return of nfl football  might prove more troublesome when i need to record more often  i will worry about that then  my only real issue is that you can not really turn it off  the screen remains on and uses up electricity  although probably small amounts  luckily when you unplug it  all downloaded apps and recorded shows stay in memory  not sure what happens when you have something scheduled to record when it is unplugged  have not tried it yet  although i do not think it will be an issue with directtv now  which i am using right now  so far i am loving the amazon fire stick  actually love that amazon  which i use occasionally  come pre installed,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,everything,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love this,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,really enjoying my firestick can t wait to get rid of cable such a waste of money,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,good,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to set up and use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,woohoo  dollar 20 on prime day  done,1,1,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,perfect,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very easy to use  makes finding shows and movies a snap,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,,0,4,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,upgraded from a first generation firestick  i do not know why i waited so long  i love it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,amazing device,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this was a replacement of an older version of fire stick  i have not tried the alexa voice part of this remote yet  but it works great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i bought and love them  alexa is very convenient,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,like,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i do not have alexa  but after getting this i am feeling inspired to get one  i feel this is a good gateway and or alexa trial  and liking it so far  channels work just fine like apple tv  just need to check if there is a phone app for a keyboard typing  because spelling things out on keyboard sucks for searching youtube clips,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i definitely like this product  wanted to be able to watch netflix on my tv  easy to install,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product  so many features,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i like to watch older shows  70 s and 80 s  and the firestick gives me the opportunity to find those shows,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i really like this product and the fact that i can get apps that i am unable to get on my smart tv,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works wonderfully,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,use it all the time and love it  very quality product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i have used roku   mi tv box  this fire tv stick is very similar  easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,we all just love the tv fire stick and i would buy it again,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,is good,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works really well,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,worked as advertised,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,it works great  better than the previous fire stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very easy setup  and alexa can be heard well and receive very well,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i like my amazon fire stick i use it for my tv thank you for your help when i called you to get further instructions how to use it thank you have a good evening,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great   it was the best decision   especially if you have amazon prime,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love everything about the fire stick  it s easy to use and alexa makes it quicker to get to tv shows or music,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great  alexa finds all the goodies you could ask for,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i was able to use this in another room and add alexa in that room,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great  speed is fast  exactly what we needed,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this was just an additional one for my other tv  loved it so much use it on the regular tv  easy to set up and fairly easy to navigate  i don t waste my money on regular tv cable or anything else  this is enough for me as i don t watch too much tv,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love this  it s user friendly and better than any streaming device we have previously used  i wish we had purchased sooner and purchased more of them,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,my 90 year old mom loves that she can watch the 1st season of blue bloods    my one wish is that she could watch csi miami   without having to pay for it     the bill for optimum is already  quite high  can you help us  we live on long island  ny  suffolk county,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,excellent,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i absolutely love it    it s just what l needed and more    i didn t realize that the remote included voice remote  how convenient     i m so glad that l made that purchase,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,it s better than i thought  it practically turns your regular tv into a smart tv,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,lovee it  it has evrything i need it  now i cant even get my dad out of my room hahahaha    movie addicts,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great to watch youtube and amazin video,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,like it alots  something different than traditional television  the use of alexa is nice too,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works well i have several of these recommend to anyone,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,awesome  wish i had gotten one sooner,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great no lag and is much better than the gen 1 devices i was using  i would recommend this if you have a 1rst gen and are tired of the lag and crashes,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great  easy set up,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love it so easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love the firestick   it is easy to set up and use  it rarely stops to buffer and  it would be a bargain at twice the price,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i do like the fire stick and i m very close to cutting the cable  i can find many movies and shows  while keeping my budget in check  i m learning how to maneuver around the channels and find my shows quickly,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,simple install and love the voice activation,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,we haven t used it much yet  we like what we have used  my husband loves it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very easy to set up and very easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,once connected it brought so many options to view  we connected with quite a few of the channels must have,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product  had a bit of a problem to download kodi but once it is done  you get all the movies tv programs,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very impressed  simple to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,perfect for streaming our shows  ditched cable and we are in love,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,best streaming device on the market  i now own 3,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product  love the larger remote  great deal,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this thing is awesome  we watch it more then the regular cable  going to by more on black friday as christmas gifts,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love all the options with the fire tv stick works great,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,the menu  s are cumbersome to get your apps set up,1,2,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,awesome,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,good shape,1,4,Positive
2,30-Jul-18,Configuration: Fire TV Stick,i m very unhappy with this firestick  every time we change programs or channels within a program there is a very long delay  we have 2 roku s that work just fine and are very quick,0,1,Negative
2,30-Jul-18,Configuration: Fire TV Stick,had to return it as hulu does not work on device  it kept coming up with errors  and hulu app not being able to open at times  it was hit and miss  and at times  hulu will stop working right in the middle of a show or movie  plus fire stick is very slow in opening the apps,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,i love my amazon sticks,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i like being able to watch pretty much anything i want at anytime  works great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love my fire stick  it is so easy to use,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,the firestick we were sent doesn t work  at all  voice remote won t even turn on  we did all the troubleshooting steps  didn t work  contacted amazon  they sent us a new one   with no remote no way to control it  we gave up and got a roku  which works great,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,just the perfect cost effective solution  thank you amazon,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,firestick easy to use and i enjoyed it,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i do wish the dot could connect to the fire stick but both products still worked flawlessly,1,3,Neutral
1,30-Jul-18,Configuration: Fire TV Stick,my old amazon fire stick kept crashing when using sling tv i bought this one thinking the old one was defective this one is doing the same thing  when going back into sling  it starts up where i left off in the program,0,1,Negative
1,30-Jul-18,Configuration: Fire TV Stick,ordered 2 on deal day  1 doesn t work and 2 nd just went down after 2 days,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,love my fire stick and remote  so easy to set up and use  endless amounts of apps to download  used it with my smart tv and it s 100x better than the features smart tvs offer,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great easy to set up a little difficult to navigate and the instructions are non existent,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,super good,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,fun taking to the tv  works good  it s a little confusing moving around the programs,1,4,Positive
3,30-Jul-18,Configuration: Fire TV Stick,that it doesn t turn my television on or off,1,1,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,i loved how easy this was to install sry up  and use  simply amazing  so amazing we bought two this allowed us to officially   cut the cable cord   love it,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i expected to have access to more current movie instead of having to pay  the easy setup was helpful and i love the speedy delivery,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great  i recommend it to anyone who has prime  wifi and an hdm1 tv  that s all u need  i m not really technologically savvy but even i was able to set it up with included and on screen directions,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,need a few more,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,i love that you can watch bob dylan s movies,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love the alexa feature  firestick is working just fine,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very easy to install  very intuitive to use  very happy with the purchase,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,ease of use,1,4,Positive
2,30-Jul-18,Configuration: Fire TV Stick,i do not like how i cannot load my hulu account  it is also very slow  i know it is not my internet connection because i have an xbox one that works just fine  but my fire tv stick takes forever to load anything,0,2,Negative
5,30-Jul-18,Configuration: Fire TV Stick,amazing for all your entertainment needs,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,it s constantly buffering  to the point where you can not watch anything without interruption  i purchased on prime day plus i used rewards to pay for it  so in the end i paid next to nothing  if i had paid full price for it i might want my money back  we stopped trying to use it and went back to our old streaming device  i know our internet service is not the issue because we do not have this problem with any other devices that we stream from,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,i didn t realize it needed an external power source in order to utilize the fire stick  i thought it was more along the lines of a flash drive device you singley plugged into your tv  however  since using my amazon fire stick i have enjoyed every moment of it and would definitely recommend this product to any and all,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to install and operate  works with alexa voice commands,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,this was a prime day purchase  i am still learning my way around it  so far  so good  the addition of alexa is nice,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love how it is alexa enabled  i just say the show i want to watch and  she  knows how and where to find it for me,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,super easy to set up  easy to use  lots of app options available,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,the first stick is a solid  entry level  device and does what it is supposed to do,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works fine  i wanted this for my bedroom television,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,does not work with you tube tv,1,1,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,easy to set up  easy to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love all the viewing choices on fire stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,good product,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this is my 2nd fire tv stick with alexa i have been very happy with my first one love that you can use so many apps with it  big,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love the firestick  my kids love that they can talk to alexa and get the weather  local news  etc,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,it offers hours of entertainment and it was very easy to install and activate,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,amazon fire stick is amazing,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i have 2 of them the one i have to reset it at least once a week or so some times twice,1,3,Neutral
5,30-Jul-18,Configuration: Fire TV Stick,awesome product more than expected,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,i don t like that it goes into sleep mode after 20 30 minutes of  inactivity   i shouldn t have to  wake up  the fire tv to finish watching a show,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,availability of movies and nothing i do not like,1,1,Unknown
5,30-Jul-18,Configuration: Fire TV Stick,very satisfied  easy setup  great product  highly recommend,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,we like it better than roku  voice commands really work,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy setup  works flawlessly,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to hook up  wish i knew all its capabilities,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great purchase,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to set up,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,it was easy to use for our bedroom tv,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i used chromecast before this  it was okay  but i love the firestick  works great  doesn t lag  would recommend,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i bought this fire stick for another tv  no more arguments about what to watch,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,i liked it until on day after a year it no longer worked  would not power up and go past the firestick logo on tv  bought a second one  will not buy a third if this one does not last longer,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,we love our fire stick   the alexa voice control is fantastic for my younger kids,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,setup was easy and usage was intuitive  i have used it away from home and it works great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i really love that all my apps are in one spot,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love the number of movies that are available using this device  took me a little time to setup and learn how to work it  the only thing i miss is local channels,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love that the fire stick allows me enough choices to ditch cable,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,plenty of options to choose from,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,it worked as a charmed,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love it   easy set up as well,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love how fast you get a respond from alexa also easy to find any thing you are looking forjust speak in to the remote,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,extremely easy to use  switched away from directv and use it to stream t v,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,it don t show nothing,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,works like a charm,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works great  some of the apps will start buffering but it s probably my internet  love the alexa voice control,1,4,Positive
4,30-Jul-18,Configuration: Fire TV Stick,it does what it says it will do  the picture quality is better than what i have been receiving on cable tv  only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow  i m clocking 300 mb at my house on a good day   also  voice command through alexia does not work well  but that could be operator error  all in all  for dollar 20 you can not beat it,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i loved everything,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,very disappointed when we had to mandatory upgrade and when we final got done with the upload  we had lost our local charlotte nc channels  which are pur news and weather also   cbs  nbc  abc  and 2 days later was amazon day with discounts on what we had just ordered,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,second one for my house  this is great   i am not tech oriented and all i have to do is hold down a button and talk  now i am watching tv too much  lol,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love this thing  the alexa feature makes it so easy to find what you want no matter which streaming service has it  no more searching netflix then amazon etc to see if either has your show  alexa finds it for you,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love it,1,5,Positive
3,30-Jul-18,Configuration: Fire TV Stick,i feel that the voice feature is useless  lots of channels to stream though,1,2,Unknown
1,30-Jul-18,Configuration: Fire TV Stick,garbage   even trying to watch amazon prime video this piece of garbage looses internet connection half way thru a show  the cheapest roku works 100 time better  do not waste your time or money on this piece of garbage,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,loved it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love the fire stick  alexa works well on it too  would recommend,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,just getting started with the fire tv stick  so far  so good,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to set up  lots of things to watch and program in  have not even gotten that far into it yet  easy to use  highly recommended  leaning more and more closer to cutting the cable cord for good,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,was a gift,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,this is my second firestick  i a very pleased with the ease of use,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,i would not recommend this to anyone  it will not load netflix or if it does on rare occasion it will not run the program all the way thru  it tells you the we are unable to process this title at this time  try again later  it is not the netflix site cause i can stream it just fine on my computer  its the firestick  very disappointing,0,1,Negative
4,30-Jul-18,Configuration: Fire TV Stick,worth every cent,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i like when thete nothing to watch on tv i can run to my firestick,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,access to apps,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to install and use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,thank you  great product,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,purchased this for the man cave and loving it,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,las películas no tiene o no se pueden cambiar a español o títulos en español,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,easy to install  up and running in minutes,1,5,Positive
2,30-Jul-18,Configuration: Fire TV Stick,was excited to try this on my new element tv  unfortunately even though my tv is 5 feet away from my router i get maddening disconnections and buffering  thought this little device was supposed to take care of that issue  it didn t,0,2,Negative
5,30-Jul-18,Configuration: Fire TV Stick,easy to use  all your favorite programs  all inclusive  nothing else to buy,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,fun to play with,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,as of now i love everything about it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,powerful little stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,superb is all we can say  plugged the unit in  set up the hdmi and boom  we were watching better tv  thank you,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,it is like having your tv as a big tablet,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,loved them,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i am very pleased with the fire stick,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,works good  ni issues,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great price great product fire stick is the best i think works better then roku,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,love how i can take it on vacation and use it  very easy to set up,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,as a user of chromecast for years i have to say that the firestick is a nice upgrade  i really like that i can download all the apps for different media sources like hbo  showtime  etc  that i have free access to from my cable account but with the firestick i get a better picture and can go directly to the shows i want to see  the downside was the time it took to download all the apps and set them up  but the good thing is that the setup is a onetime procedure,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,currently own 3 chromecast devices and tge fire stick is superior to them  we are so pleased that we can watch programs on netflix and prime without a smart phone or computer  very easy to install and use,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,menu doesn t work  says it can t connect to amazon network,0,1,Negative
1,30-Jul-18,Configuration: Fire TV Stick,i would love this remote if i wasnt spending so much money replacing the batteries  its upsetting that i spent money on such a great device all for the batteries not to last,0,1,Negative
5,30-Jul-18,Configuration: Fire TV Stick,this was purchased for our toy hauler  but it came the day before we left for a trip by plane  it was wonderful to plug into our hotel tv and watch our normal tv shows rather than whatever was showing at the time and sit through commercials,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,already had a firestick in our livingroom  great entertainment  had to get one for the bedroom,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very good option,1,5,Positive
1,30-Jul-18,Configuration: Fire TV Stick,purchased to use on the road in my semi  does not work in that application,0,1,Negative
4,30-Jul-18,Configuration: Fire TV Stick,great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i love my fire stick thank you so much,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,easy to set up  i am enjoying the added video choices for my television,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,the installation and connection to my wi fi was so easy  getting the amazon prime and netflix going was a breeze  i have not used a voice remote before  that was amazing  yes  i am old school   i will be reviewing more features and options as i have time  but i am very excited to own such a product that lives up to the all the great things i have read and heard,1,5,Positive
4,30-Jul-18,Configuration: Fire TV Stick,i like this product  however  the set up was a bit difficult  i had to reset it to the factory setting abd start from scratch,1,4,Positive
5,30-Jul-18,Configuration: Fire TV Stick,i loved the i can use voice to make a request  i use it for music and movies,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,very easy to install and am excited to use,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,so far  so good  works great,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,great device  i am cutting my cable and watching the channels i want  if i want to add an app like cbs i can just pay a little extra and get it,1,5,Positive
5,30-Jul-18,Configuration: Fire TV Stick,everything about it is great  love the alexa voice remote,1,5,Positive
